movie,user_review_permalink,user_review
The Little Mermaid,https://www.imdb.com/review/rw0272425/,"It has been ten years since ""The Little Mermaid"" was released.  Back when Disney originally released the film, I was both excited and apprehensive. Excited, because it is one of the best children's stories and one of my favorites.  Apprehensive, because I knew Disney would change the ending and give it a happy ending, which is understandable but still unfortunate. When I first saw it, I liked it much more than I thought I would, and after each repeated viewing, I have liked it more and more.  I am now convinced this is the second best American Animated film, after ""Beauty and the Beast"".  The music, story, writing, and animation are superb as others have stated, but the villainess, Ursula, is also a major factor in the success of the film. She is the best written and performed of all Disney villains.  She is purely evil but totally believable.  Pat Carroll, who I have often noticed but never really considered, did a fabulous job with Ursula's characterization. The music and songs are consistantly very good.  There is no deep thought to this one, but ""The Little Mermaid"" is artfully near-perfect entainment."
The Little Mermaid,https://www.imdb.com/review/rw0272397/,"Ariel is a fiery, independent teenage mermaid who falls in love with a prince. She literally makes a deal with the devil to get her man. I love how sweet Ariel is with Eric, especially when she can't talk! Sebastian, Scuttle, and Flounder are all very funny, the animation, voice-overs and music are incredible! Who can resist the urge to sing and dance to ""Under The Sea""? A fun, enjoyable movie that the whole family will love and treasure."
The Little Mermaid,https://www.imdb.com/review/rw2359853/,"'The Little Mermaid' brought back Disney firmly into the map after a period of crisis and less successful movies, even if not all of them were that bad. For instance, 'The Fox and the Hound' and 'The Great Mouse Detective' are not bad. The horrifying 'The Black Cauldron' and the frankly poor 'Oliver & Company' belong to a dark age at Disney, though, and were made during that period.'The Little Mermaid' came precisely after 'Oliver & Company'. And what a difference comparing to that one! You can say that Disney went from one extreme to another. That is, from a deplorable and very cheap-looking movie they went to this which happens to be one of their finest.This film is fresh, lively, charming, humorous, romantic and artistic. It has beautiful artwork and colors, made to a quality level comparable to 'The Rescuers'. Besides, it isn't just a movie about merpeople, it has a story. And it isn't too girly. The idea of a movie about merpeople might sound too feminine for males's tastes, but men and women can be pleased with it in the same way. Take it from me.Since I was a child this has been one of Disney's best to me. And yet somehow it seems to improve with time. My explanation to this is that it ages better than you might think at some point in your life.The soundtrack is always nice, but variable in genre and temperament. There are jolly songs (""Under the Sea"" and ""Les Poissons""), a love song (""Kiss the Girl""), a song of hope, anxiety, dreams and optimism (""Part of your world"") and a dark-spirited song (""Poor Unfortunate Souls"").Ursula is one of Disney's big villains. Strangely she was never scary to me as a kid and I even used to find her funny, particularly when she puts lipstick and the kiss she simulates next. Also, her figure used to amuse me: half fat woman, half octopus. Now as an adult, she doesn't scare me but I can see how pure evil she is and I've gotta admit that there are some pretty disturbing and creepy scenes with her.Scuttle is hilarious. He's a self-claimed ""expert"" on human stuff and makes up funny names for objects (in his language, a fork is a ""dinglehopper"" and he says people use it to comb their hair; a pipe is a ""snarfblatt"" and he tells people use it to play music like a trumpet).Ariel (nice name, by the way) is one of my Disney princesses of election. She looks pretty as a mermaid, but I prefer her as a human. She is simply hot as a human. Plus, as a human she is more shy and adorable, looks more cute and even more innocent, as her face and those expressive, enormous blue eyes suggest. Like the movie itself gets better with time, Ariel looks more attractive with time. Her looks grow on you - at least they did on me. Ariel has qualities I highly appreciate on a woman.Title in Portugal: 'A Pequena Sereia'."
The Little Mermaid,https://www.imdb.com/review/rw5464291/,"When you're a kid, things just seem big. Toilets look like they're 10 feet wide. I saw this when I was just a cherub. Ursula, I found her to be really scary. Now I see the rich humor in her worldview.Ariel is cool, she's just the best. When I was a kid, Part Of Your World was my favorite song. (That was before I discovered Fatboy Slim.)I only have one complaint: I know mermaids are magic, so that explains how they can breathe underwater. But how do fish breathe underwater? I've never understood that. Wouldn't the fishes' lungs get full of water? 🤕"
The Little Mermaid,https://www.imdb.com/review/rw0272422/,"I probably never would have seen this movie if my mother hadn't persuaded me to take my little brother to see it. I enjoyed it a lot the first time, but it was only when I saw it again a couple of years later on video I realised just how superb a movie it is. It's not a clever or complex movie, it's not the kind of film which works on an adult level as well as on a children's one. However, three aspects of it make it truly great:1: The music. 'Under The Sea' richly deserved its Oscar, but 'Part Of Your World' deserved it even more.2. The animation. Quite simply, it's absolutely gorgeous. The underwater scenes in particular take your breath away.3. The Story. How can you resist a love story that touching?I urge anyone with even a touch of sentimentality about them to set their predjudices aside and see this movie."
The Little Mermaid,https://www.imdb.com/review/rw2903187/,"""The Little Mermaid"" takes us on an animated journey into the life of ginger mermaid Ariel and her dream of becoming human. It's sensory overload for Ariel and for the viewer from start to finish, but in the most positive way. It's a bit sad that some of the voice actors here (Flotsam & Jetsam, Triton, Scuttle) are dead now, but as it's almost 25 years since this film was made just shows what a timeless classic it has become. My favorite moment was Ariel singing in the film early ""Part of Your World"" and swimming up to the moonlight. Such a beautifully mesmerizing song and scene. While it was IMHO the best song of the movie and I'm pretty surprised it did not get the Oscar nomination, all the other songs are really good as well. ""Under the Sea"", maybe my least favorite, won the Oscar. I see it more as a ""Hakuna Matata"", a great fun song with little depth, so it's a bit surprising it was chosen as the best song at the Golden Globes and Academy Awards. ""Kiss the Girl"" is an amazing love song about taking the initiative and is very much worth listening to, just like ""Poor Unfortunate Souls"", one of Disney's best villain songs ever. The latter is sung by Ursula, the main antagonist here and, long before she becomes a giant monster, already an epic villain here that may have changed the way we perceive octopuses forever to the negative.Ariel's best friend is a yellow-blue fish with the voice of a child, who rarely speaks, but is always loyal to her, even if he's scared quickly and it certainly doesn't help that there's always sharks around under the sea. Another friend is a bird who teaches Ariel about the human world and always knows what it is used for when Ariel shows him another item from the human world. Sadly, these descriptions are never accurate, which Ariel doesn't know of course, so she uses a fork for combing her hair at some point for example. Story-wise Ariel happens to rescue a Prince from drowning. Her father, however, doesn't want her to have any contact with humans, so he destroys her cavern which includes a giant collection of human things. Desperate and disappointed Ariel goes to see the sea witch Ursula and makes a deal with her. When she seems to be winning the deal, Ursula appears and tricks the prince into thinking she's the real Ariel. But of course, there's a happy ending as in pretty much every Disney film.One character I haven't mentioned so far, is Sebastian, who in my opinion is a definite contender for best supporting character in a Disney movie. He really leaves nothing to be desired. Initially loyal to Triton and instructed to look after Ariel, he's quickly captivated by her charm more and more as the film progresses and the very moment he realizes how Ariel will be unhappy for the rest of her life if she stays under the sea is just so much filled with excellence. Oh did I mention, he's also the royal court composer and a crab? Besides that, he's probably also the character who will provide the most comic relief and be the children's favorite. His chase scenes with the cook are simply hilarious. And when he assembles the orchestra, it's a win-win for everybody as we see ducks playing drums on turtle's bellies and the wildest ways music and performances can take by all the sea creatures involved.This animated version of Hans Christian Andersen's tale is simply a thing of beauty. It certainly is my new favorite film from 1989. The underwater world they created is pure movie magic, a feast for eyes and ears. Watch it with the one you love and you'll have a great time. It's also a great watch for fathers with their daughters thanks to the Triton-Ariel storyline. Most animated films these days are funny and stunning to look at, but hardly any reach the level of ""The Little Mermaid"" especially in terms of emotional impact: the longing for love, the longing for freedom, even if you have to make sacrifices for it, or just the way all kinds of human relationships are displayed metaphorically with the help of mermaids, fish and all kinds of other sea animals. Very much recommended."
The Little Mermaid,https://www.imdb.com/review/rw0272392/,"Yeah, yeah... It's the little mermaid, the same cute barbie-like character little girls love so much... But the movie is great. If you just free yourself from the sissy pink image of the movie you're in for a treat.The songs are great, by the same team who gave us Little Shop Of Horrors: Alan Menken and Howard Ashman who teamed up in Beauty and the Beast and Aladdin as well. Aladdin was their last project together with Ashman's untimely death from AIDS in 1991.The story is funny and romantic, so who cares if it's not following the original tale? A perfect movie for everyone, not just little girls."
The Little Mermaid,https://www.imdb.com/review/rw5793724/,"My now grown-up daughters wore out only 2 VHS movies when they were children: This movie and the original movie version of ""Annie"". (It takes between 60 to 100+ ""runs"" through a typical good-quality VCR to do this.) Their favorite song was ""Part of Your World"" which my (at the time) 11 year-old daughter sang on stage in full costume, at school. I still have this on a VHS ""home movie"". Truly amazing in every respect: Animation, adaptation. original story, songs and orchestration. Great voice actors. Still a favorite to this day; now with my grandkids. Is it a ""girl's movie""? Yes and no. As a (male) adult I thoroughly enjoy viewing it, even today. Their grandmother enjoys it as well. It was somewhat controversial in 1989, with the exaggerated-impossible ""teen-age figure"" of Ariel. Buddy Hackett as the seagull and Sebastian the Crab (Samuel E. Wright) steal every scene they appear in. Pat Carroll is deliriously evil as Ursula the Sea-Witch who comes to an explosive end (which some critics deemed too violent.) Entertaining and fun with a beautiful, happy ""Disney Ending"", which is far superior to the Hans Christian Anderson tale, which doesn't end well at all."
The Little Mermaid,https://www.imdb.com/review/rw1740796/,"There is (in my view) only one criticism which can be levelled against this film, and that is that it plays fast and loose with Andersen's original in terms of the ending. I first read Andersen's stories as a child, and The Little Mermaid had a fairly typical unhappy ending. Personally, I thought the Mermaid deserved better and, on taking my kids to see this movie when it was first released, I was delighted to see that the people at Disney had given her the ending I always wanted for her.The very first sequence, of Prince Eric's ship looming out of the mist, took my breath away.I can understand Under The Sea getting all the attention - it is, after all, very jolly and colourful. But, to me, it pales into insignificance next to Kiss The Girl (soulful, and with a far better vocal performance), Poor Unfortunate Souls (where sinister turns into nightmare, with a sensational vocal performance from Pat Carroll delivering clever lyrics) and, most of all Part Of Your World.I think this may be the most perfect song sequence ever committed to celluloid - the song itself intertwines several plot elements, teenage angst and the generation gap, and bucketloads of emotion in a complex rhyming scheme loaded with clever wordplay. Jodi Benson's vocal is sublime and so are the visuals - it still brings tears to my eyes after repeated viewings. And the reprise... choreographing the final ""world"" to an orchestral crescendo and the crashing of the wave behind Ariel in Copenhagen mode may be corny but, by heaven, it certainly works! Howard Ashman is sadly missed!"
The Little Mermaid,https://www.imdb.com/review/rw0272421/,"No other Disney movie is a good as THE LITTLE MERMAID. It is one of my favorite Disney films of all time. It is truly a classic film that will forever live in film history. While I didn't really enjoy the songs, I still love the remainder of the movie. I like the ending most of all. It is one of the darkest endings ever seen in a Disney film. I really don't have much to say on this film at the moment, but if anything is going to be said about this movie, let me say this: If you haven't yet seen this wonderful movie, see it now! Having not seen it is a crime! This one gets 5/5."
